,GROUP_NAME,SEASON DESC,LOCATION,LOCATION_NAME,NETTOTAL_QTY,NETTOTAL_COST,System,Status,AR Comments,Std Brand,Model,Closed_status,std_season,season_bucket,Continuity_factor,provision_%_policy,provision_amount_policy,location_catergory,additional_provision,Total Provision
0,AL MALKI,SS22-KSA,800,DC,0.0,0.0,V-16,Closed,Consider,AL MALKI,Buying Pull,Closed,SS22,bucket2,0.4,0.15,0.0,"Store, Online & WH",0.0,0.0
1,AL MALKI,SS22-KSA,14513262,Online - VogaCloset The Children's Place,0.0,0.0,V-16,Closed,Consider,AL MALKI,Buying Pull,Closed,SS22,bucket2,0.4,0.15,0.0,"Store, Online & WH",0.0,0.0
2,AL MALKI,SS22-KSA,30313294,Online - VogaCloset AL MALKI,0.0,0.0,V-16,Closed,Consider,AL MALKI,Buying Pull,Closed,SS22,bucket2,0.4,0.15,0.0,"Store, Online & WH",0.0,0.0
3,ALO YOGA,AW23-KSA,800,DC,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,AW23,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
4,ALO YOGA,AW23-KSA,30210716,Alo Yoga Kingdom Center - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,AW23,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
5,ALO YOGA,AW23-KSA,30210736,Alo Yoga Nakheel Mall - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,AW23,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
6,ALO YOGA,AW23-KSA,30210749,Alo Yoga Kingdom Center (EXT) - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,AW23,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
7,ALO YOGA,AW23-KSA,30213332,Online - Mono Alo Yoga,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,AW23,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
8,ALO YOGA,AW23-KSA,30213343,Alo Yoga Extra Storage OTS 3PL - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,AW23,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
9,ALO YOGA,AW23-KSA,30213603,KSA_Leftovers_Alo Yoga,0.0,7.5417,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,AW23,bucket1,0.4,0.0,0.0,Leftover,3.77085,3.77085
10,ALO YOGA,AW23-KSA,30213704,KSA_Leftovers_Damage_Alo Yoga,28.0,3921.68,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,AW23,bucket1,0.4,0.0,0.0,Damage,3921.68,3921.68
11,ALO YOGA,AW23-KSA,32113862,Multi Brand Sulay Warehouse Outlet - Riyadh,105.0,10638.4149,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,AW23,bucket1,0.4,0.0,0.0,Leftover,5319.20745,5319.20745
12,ALO YOGA,SS22-KSA,800,DC,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,SS22,bucket2,0.4,0.15,0.0,"Store, Online & WH",0.0,0.0
13,ALO YOGA,SS22-KSA,30210716,Alo Yoga Kingdom Center - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,SS22,bucket2,0.4,0.15,0.0,"Store, Online & WH",0.0,0.0
14,ALO YOGA,SS22-KSA,30210736,Alo Yoga Nakheel Mall - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,SS22,bucket2,0.4,0.15,0.0,"Store, Online & WH",0.0,0.0
15,ALO YOGA,SS22-KSA,30210749,Alo Yoga Kingdom Center (EXT) - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,SS22,bucket2,0.4,0.15,0.0,"Store, Online & WH",0.0,0.0
16,ALO YOGA,SS22-KSA,30213332,Online - Mono Alo Yoga,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,SS22,bucket2,0.4,0.15,0.0,"Store, Online & WH",0.0,0.0
17,ALO YOGA,SS22-KSA,30213343,Alo Yoga Extra Storage OTS 3PL - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,SS22,bucket2,0.4,0.15,0.0,"Store, Online & WH",0.0,0.0
18,ALO YOGA,SS22-KSA,30213603,KSA_Leftovers_Alo Yoga,0.0,-4.67,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,SS22,bucket2,0.4,0.15,-0.2802,Leftover,-2.0548,-2.335
19,ALO YOGA,SS22-KSA,30213704,KSA_Leftovers_Damage_Alo Yoga,124.0,14133.84,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,SS22,bucket2,0.4,0.15,848.0304000000001,Damage,13285.8096,14133.84
20,ALO YOGA,SS22-KSA,32113862,Multi Brand Sulay Warehouse Outlet - Riyadh,126.0,5692.1492,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,SS22,bucket2,0.4,0.15,341.528952,Leftover,2504.545648,2846.0746
21,ALO YOGA,SS23-KSA,800,DC,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,SS23,bucket2,0.4,0.15,0.0,"Store, Online & WH",0.0,0.0
22,ALO YOGA,SS23-KSA,30210716,Alo Yoga Kingdom Center - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,SS23,bucket2,0.4,0.15,0.0,"Store, Online & WH",0.0,0.0
23,ALO YOGA,No Season Defined,800,DC,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,Unknown,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
24,ALO YOGA,No Season Defined,30210716,Alo Yoga Kingdom Center - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,Unknown,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
25,ALO YOGA,No Season Defined,30210736,Alo Yoga Nakheel Mall - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,Unknown,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
26,ALO YOGA,No Season Defined,30210749,Alo Yoga Kingdom Center (EXT) - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,Unknown,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
27,ALO YOGA,No Season Defined,30213332,Online - Mono Alo Yoga,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,Unknown,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
28,ALO YOGA,No Season Defined,30213343,Alo Yoga Extra Storage OTS 3PL - Riyadh,0.0,0.0,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,Unknown,bucket1,0.4,0.0,0.0,"Store, Online & WH",0.0,0.0
29,ALO YOGA,No Season Defined,30213603,KSA_Leftovers_Alo Yoga,0.0,-2.1112,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,Unknown,bucket1,0.4,0.0,-0.0,Leftover,-1.0556,-1.0556
30,ALO YOGA,No Season Defined,30213704,KSA_Leftovers_Damage_Alo Yoga,40.0,5674.592,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,Unknown,bucket1,0.4,0.0,0.0,Damage,5674.592,5674.592
31,ALO YOGA,No Season Defined,32113862,Multi Brand Sulay Warehouse Outlet - Riyadh,30.0,5952.9053,V-16,Closed,Consider,ALO YOGA,Buying Pull,Closed,Unknown,bucket1,0.4,0.0,0.0,Leftover,2976.45265,2976.45265
32,ANOTAH,AW10-KSA,16910124,ANOTAH - Panorama,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW10,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
33,ANOTAH,AW10-KSA,16910400,ANOTAH - AL NAKHEEL-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW10,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
34,ANOTAH,AW13SGT-KSA,16910124,ANOTAH - Panorama,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
35,ANOTAH,AW13ZAR-KSA,804,DC,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
36,ANOTAH,AW13ZAR-KSA,16910067,ANOTAH - SAHARA-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
37,ANOTAH,AW13ZAR-KSA,16910124,ANOTAH - Panorama,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
38,ANOTAH,AW13ZAR-KSA,16910155,ANOTAH - AL NAKHEEL-QASSEM,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
39,ANOTAH,AW13ZAR-KSA,16910400,ANOTAH - AL NAKHEEL-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
40,ANOTAH,AW13ZAR-KSA,16910488,ANOTAH - Galaria New,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
41,ANOTAH,AW13ZAR-KSA,16910502,Anotah Girl Nakheel Qassim,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
42,ANOTAH,AW13ZAR-KSA,16914044,ANOTAH - Dahran,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
43,ANOTAH,AW13ZAR-KSA,16914197,ANOTAH - Ehsa Mall,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
44,ANOTAH,AW13ZAR-KSA,16917051,ANOTAH - Aziz,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
45,ANOTAH,AW13ZAR-KSA,16917075,ANOTAH - Mall Of Arabia,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
46,ANOTAH,AW13ZAR-KSA,16917304,ANOTAH - Salam,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
47,ANOTAH,AW13ZAR-KSA,16917409,ANOTAH- JOURI MALL,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
48,ANOTAH,AW13ZAR-KSA,16917492,ANOTAH - Mekkah,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
49,ANOTAH,AW13ZAR-KSA,16917501,Anotah Girl Kids - MOA,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
50,ANOTAH,AW13ZAR-KSA,16917525,ANOTAH - Yasmin Mall,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW13,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
51,ANOTAH,AW15-KSA,16910124,ANOTAH - Panorama,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW15,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
52,ANOTAH,AW15-KSA,16910400,ANOTAH - AL NAKHEEL-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW15,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
53,ANOTAH,AW16-KSA,804,DC,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW16,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
54,ANOTAH,AW16-KSA,16910067,ANOTAH - SAHARA-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW16,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
55,ANOTAH,AW16-KSA,16910124,ANOTAH - Panorama,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW16,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
56,ANOTAH,AW16-KSA,16910400,ANOTAH - AL NAKHEEL-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW16,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
57,ANOTAH,AW18A-KSA,804,DC,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
58,ANOTAH,AW18A-KSA,16910067,ANOTAH - SAHARA-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
59,ANOTAH,AW18A-KSA,16910124,ANOTAH - Panorama,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
60,ANOTAH,AW18A-KSA,16910155,ANOTAH - AL NAKHEEL-QASSEM,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
61,ANOTAH,AW18A-KSA,16910400,ANOTAH - AL NAKHEEL-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
62,ANOTAH,AW18A-KSA,16910488,ANOTAH - Galaria New,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
63,ANOTAH,AW18A-KSA,16910502,Anotah Girl Nakheel Qassim,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
64,ANOTAH,AW18A-KSA,16914044,ANOTAH - Dahran,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
65,ANOTAH,AW18A-KSA,16914197,ANOTAH - Ehsa Mall,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
66,ANOTAH,AW18A-KSA,16914241,ANOTAH - OTHAIM MALL - DAMMAM,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
67,ANOTAH,AW18A-KSA,16914313,Anotah Nakheel Mall - Dammam,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
68,ANOTAH,AW18A-KSA,16917051,ANOTAH - Aziz,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
69,ANOTAH,AW18A-KSA,16917075,ANOTAH - Mall Of Arabia,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
70,ANOTAH,AW18A-KSA,16917304,ANOTAH - Salam,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
71,ANOTAH,AW18A-KSA,16917409,ANOTAH- JOURI MALL,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
72,ANOTAH,AW18A-KSA,16917492,ANOTAH - Mekkah,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
73,ANOTAH,AW18A-KSA,16917501,Anotah Girl Kids - MOA,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
74,ANOTAH,AW18A-KSA,16917525,ANOTAH - Yasmin Mall,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
75,ANOTAH,AW18A-KSA,19913245,Anotah Online Store - Noon,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
76,ANOTAH,AW18-KSA,804,DC,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
77,ANOTAH,AW18-KSA,12713185,Online - Namshi LC Waikiki,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
78,ANOTAH,AW18-KSA,16910067,ANOTAH - SAHARA-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
79,ANOTAH,AW18-KSA,16910124,ANOTAH - Panorama,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
80,ANOTAH,AW18-KSA,16910155,ANOTAH - AL NAKHEEL-QASSEM,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
81,ANOTAH,AW18-KSA,16910400,ANOTAH - AL NAKHEEL-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
82,ANOTAH,AW18-KSA,16910488,ANOTAH - Galaria New,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
83,ANOTAH,AW18-KSA,16910502,Anotah Girl Nakheel Qassim,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
84,ANOTAH,AW18-KSA,16914044,ANOTAH - Dahran,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
85,ANOTAH,AW18-KSA,16914197,ANOTAH - Ehsa Mall,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
86,ANOTAH,AW18-KSA,16917051,ANOTAH - Aziz,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
87,ANOTAH,AW18-KSA,16917075,ANOTAH - Mall Of Arabia,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
88,ANOTAH,AW18-KSA,16917304,ANOTAH - Salam,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
89,ANOTAH,AW18-KSA,16917409,ANOTAH- JOURI MALL,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
90,ANOTAH,AW18-KSA,16917492,ANOTAH - Mekkah,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
91,ANOTAH,AW18-KSA,16917501,Anotah Girl Kids - MOA,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
92,ANOTAH,AW18-KSA,16917525,ANOTAH - Yasmin Mall,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,AW18,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
93,ANOTAH,Old-KSA,804,DC,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
94,ANOTAH,Old-KSA,16910067,ANOTAH - SAHARA-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
95,ANOTAH,Old-KSA,16910124,ANOTAH - Panorama,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
96,ANOTAH,Old-KSA,16910155,ANOTAH - AL NAKHEEL-QASSEM,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
97,ANOTAH,Old-KSA,16910400,ANOTAH - AL NAKHEEL-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
98,ANOTAH,Old-KSA,16910488,ANOTAH - Galaria New,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
99,ANOTAH,Old-KSA,16910502,Anotah Girl Nakheel Qassim,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
100,ANOTAH,Old-KSA,16914044,ANOTAH - Dahran,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
101,ANOTAH,Old-KSA,16914197,ANOTAH - Ehsa Mall,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
102,ANOTAH,Old-KSA,16914241,ANOTAH - OTHAIM MALL - DAMMAM,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
103,ANOTAH,Old-KSA,16914313,Anotah Nakheel Mall - Dammam,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
104,ANOTAH,Old-KSA,16917051,ANOTAH - Aziz,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
105,ANOTAH,Old-KSA,16917075,ANOTAH - Mall Of Arabia,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
106,ANOTAH,Old-KSA,16917304,ANOTAH - Salam,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
107,ANOTAH,Old-KSA,16917409,ANOTAH- JOURI MALL,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
108,ANOTAH,Old-KSA,16917492,ANOTAH - Mekkah,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
109,ANOTAH,Old-KSA,16917501,Anotah Girl Kids - MOA,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
110,ANOTAH,Old-KSA,16917525,ANOTAH - Yasmin Mall,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
111,ANOTAH,Old-KSA,19913244,Anotah Online Store - FAHFASHION,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
112,ANOTAH,Old-KSA,19913245,Anotah Online Store - Noon,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,Old-,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
113,ANOTAH,SS07-KSA,804,DC,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,SS07,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
114,ANOTAH,SS07-KSA,16910124,ANOTAH - Panorama,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,SS07,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
115,ANOTAH,SS09-KSA,16910155,ANOTAH - AL NAKHEEL-QASSEM,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,SS09,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
116,ANOTAH,SS09-KSA,16910400,ANOTAH - AL NAKHEEL-RIYADH,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,SS09,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
117,ANOTAH,SS09-KSA,16910488,ANOTAH - Galaria New,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,SS09,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
118,ANOTAH,SS09-KSA,16914044,ANOTAH - Dahran,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,SS09,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
119,ANOTAH,SS09-KSA,16914197,ANOTAH - Ehsa Mall,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,SS09,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
120,ANOTAH,SS10-KSA,16914044,ANOTAH - Dahran,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,SS10,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
121,ANOTAH,SS10-KSA,16917075,ANOTAH - Mall Of Arabia,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,SS10,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
122,ANOTAH,SS12-KSA,16910502,Anotah Girl Nakheel Qassim,0.0,0.0,V-16,Closed,Consider,ANOTAH,Closed,Closed,SS12,bucket4,0.4,0.75,0.0,"Store, Online & WH",0.0,0.0
